energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,track_popularity,track_album_name,track_id,track_name,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,playlist_id
0.51,119.994,0.829,electronic,-9.334,0.0829,0.45,"Mr. Probz, Robin Schulz",75,Waves (Robin Schulz Radio Edit),1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,29RpLEpfNr1mnrnmtbO620,0,5,208133,0.00821,1HFfMOxCAT4GAwaPfCdmUs,modern,37i9dQZF1DX3Kdv0IChEm9
0.869,127.966,0.616,electronic,-3.911,0.064,0.473,"Flo Rida, David Guetta",76,Only One Flo (Part 1),6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),1TwNATuAqnNjTd5BSvFZlS,1,0,234560,0.0283,6ebkx7Q5tTxrCxKq4GYj0Y,modern,37i9dQZF1DX3Kdv0IChEm9
0.915,126.094,0.544,electronic,-3.405,0.115,0.51,"Calvin Harris, Alesso, Hurts",76,Motion,4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),48zisMeiXniWLzOQghbPqS,1,8,184280,0.129,4J7CKHCF3mdL4diUsmW8lq,modern,37i9dQZF1DX3Kdv0IChEm9
0.741,119.896,0.72,electronic,-6.529,0.289,0.357,"Aaron Smith, Krono, Luvli",75,Dancin (feat. Luvli) [Krono Remix],6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,2J2f6vGACFrRghO1Ki74BE,0,10,198053,0.101,6WkJ2OK163XXS2oARUC9JM,modern,37i9dQZF1DX3Kdv0IChEm9
0.697,122.746,0.613,electronic,-8.618,0.332,0.476,Daft Punk,74,Discovery,0DiWol3AO6WpXZgp0goxAV,One More Time,2noRn2Aes5aoNVsU6iWThc,1,2,320357,0.0194,0DiWol3AO6WpXZgp0goxAV,modern,37i9dQZF1DX3Kdv0IChEm9
0.634,113.927,0.704,electronic,-7.374,0.0952,0.411,"Kygo, Conrad Sewell",74,Cloud Nine,1I8tHoNBFTuoJAlh4hfVVE,Firestone,0uMIzWh1uEpHEBell4rlF8,0,11,271640,0.393,1I8tHoNBFTuoJAlh4hfVVE,modern,37i9dQZF1DX3Kdv0IChEm9
0.861,117.965,0.73,electronic,-4.1,0.213,0.704,"Jonas Blue, JP Cooper",74,Blue,3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,2xZSrcBmvMw9Y8hac6xU7L,1,1,196613,0.39,3P3pw6C19j31Rnzgo3JG7o,modern,37i9dQZF1DX3Kdv0IChEm9
0.989,126.002,0.621,electronic,-4.225,0.184,0.0348,"Shouse, David Guetta",74,Love Tonight (David Guetta Remix),2prnn41CblB8B4yWACDljP,Love Tonight (David Guetta Remix Edit),2HYufzr6XUqSurRZdY0D9w,0,10,158095,0.015,2prnn41CblB8B4yWACDljP,modern,37i9dQZF1DX3Kdv0IChEm9
0.805,126.008,0.506,electronic,-4.119,0.0856,0.383,Galantis,74,Pharmacy,46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),4QcXq4vTVN7dFb7bZa9jG2,1,1,227074,0.00711,46lFttIf5hnUZMGvjK0Wxo,modern,37i9dQZF1DX3Kdv0IChEm9
0.695,104.879,0.583,electronic,-5.336,0.0527,0.224,"DJ Snake, Bipolar Sunshine",73,Encore,0g5EKLgdKvNlln7TNqBByK,Middle,02sEJTj1sye1JaqxqpcSCp,1,9,220573,0.0138,0g5EKLgdKvNlln7TNqBByK,modern,37i9dQZF1DX3Kdv0IChEm9
0.862,128.036,0.498,electronic,-6.02,0.352,0.469,"Guru Josh Project, Klaas",73,Infinity 2008,3aQz0z86zrKjd1mcZlonxE,Infinity 2008 - Klaas Vocal Edit,1uyF93NDsuRn4LqZIl3lyY,0,7,192294,0.000313,3aQz0z86zrKjd1mcZlonxE,modern,37i9dQZF1DX3Kdv0IChEm9
0.857,119.975,0.56,electronic,-4.145,0.381,0.432,Olly Alexander (Years & Years),73,Communion (Deluxe),3AeicLnm55RqcXGBKYQolM,King,0bWYlK9rRmIB68icHx9PNR,0,4,215360,0.0594,3AeicLnm55RqcXGBKYQolM,modern,37i9dQZF1DX3Kdv0IChEm9
0.781,128,0.509,electronic,-3.48,0.0749,0.176,"Zedd, Foxes",73,Clarity,60wwxj6Dd9NJlirf84wr2c,Clarity,7juWTdmjo0vYywWu8HiQxs,1,8,271427,0.0398,60wwxj6Dd9NJlirf84wr2c,modern,37i9dQZF1DX3Kdv0IChEm9
0.73,85.979,0.596,electronic,-4.091,0.325,0.525,"David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",73,Listen,285HeuLxsngjFn4GGegGNm,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",77UW17CZFyCaRLHdHeofZu,1,9,192560,0.24,285HeuLxsngjFn4GGegGNm,modern,37i9dQZF1DX3Kdv0IChEm9
0.568,117.973,0.78,electronic,-6.96,0.0698,0.459,"Felix Jaehn, Jasmine Thompson",73,I,3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2S56F6bIk01HboGbJJJ1IQ,0,2,186147,0.668,3c8iiZGfEammKJuWTErE5x,modern,37i9dQZF1DX3Kdv0IChEm9
0.463,121.999,0.778,electronic,-7.603,0.0731,0.496,"Alok, Zeeba, Bruno Martini",73,Hear Me Now (feat. Zeeba),39cmB3ZoTOLwOTq7tMNqKa,Hear Me Now,6fpsA5aYbVNLe6y3P49o2o,1,11,194840,0.546,39cmB3ZoTOLwOTq7tMNqKa,modern,37i9dQZF1DX3Kdv0IChEm9
0.774,112.05,0.674,electronic,-7.567,0.393,0.33,"Surf Mesa, Emilee",73,ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),4MHHajvRTUHItDsvfdIC8B,0,11,176547,0.0686,62aP9fBQKYKxi7PDXwcUAS,modern,37i9dQZF1DX3Kdv0IChEm9
0.81,126.052,0.572,electronic,-5.791,0.13,0.11,"Lana Del Rey, Cedric Gervais",72,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,1fXwOvaqIdkhp5F3fiFbCv,0,1,214912,0.0157,6PUIzlqotEmPuBfjbwYWOB,modern,37i9dQZF1DX3Kdv0IChEm9
0.781,119.977,0.751,electronic,-3.724,0.036,0.814,Taio Cruz,72,The Rokstarr Hits Collection,2CEgGE6aESpnmtfiZwYlbV,Dynamite,0eGvq1J5Ke7VlLLOYIlY4k,1,4,202613,0.0039,2CEgGE6aESpnmtfiZwYlbV,modern,37i9dQZF1DX3Kdv0IChEm9
0.586,120.97,0.799,electronic,-6.735,0.193,0.549,"Clean Bandit, Jess Glynne",72,New Eyes,61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),0dNt3MfPrvj6mHmajSuahw,1,11,227833,0.162,61dCUoMCg28qEBzrW6htYM,modern,37i9dQZF1DX3Kdv0IChEm9
0.72,122.031,0.789,electronic,-5.652,0.129,0.664,"Topic, A7S",72,Breaking Me,3H7ihDc1dqLriiWXwsc2po,Breaking Me,3nBQlhUvErkw8DVpF47WAn,0,8,166794,0.223,3H7ihDc1dqLriiWXwsc2po,modern,37i9dQZF1DX3Kdv0IChEm9
0.62,120.031,0.798,electronic,-7.079,0.112,0.235,Tiësto,72,The Business,6f3Slt0GbA2bPZlz0aIFXN,The Business,2adSO4KU3FDjeM1PXCRDZm,0,8,164000,0.414,6f3Slt0GbA2bPZlz0aIFXN,modern,37i9dQZF1DX3Kdv0IChEm9
0.622,102.04,0.69,electronic,-5.025,0.116,0.544,"Zedd, Alessia Cara",73,Stay,6uBhi9gBXWjanegOb2Phh0,Stay,1I4W7JKzYbl8VKRfD61DIS,0,5,210091,0.253,6uBhi9gBXWjanegOb2Phh0,modern,37i9dQZF1DX3Kdv0IChEm9
0.736,130.011,0.75,electronic,-4.168,0.265,0.355,"LMFAO, Lauren Bennett, GoonRock",72,Sorry For Party Rocking,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,0D49RvtlLCKyxeDKDnBU2R,0,5,262147,0.0202,7mitXLIMCflkhZiD34uEQI,modern,37i9dQZF1DX3Kdv0IChEm9
0.802,100.001,0.713,electronic,-7.055,0.309,0.343,"The Chainsmokers, ROZES",71,Roses,3vv9phIu6Y1vX3jcqaGz5Z,Roses,2GFflENKz28RcMoSuulPZC,1,4,226739,0.0435,3vv9phIu6Y1vX3jcqaGz5Z,modern,37i9dQZF1DX3Kdv0IChEm9
0.906,125.916,0.711,electronic,-2.671,0.153,0.824,"Icona Pop, Charli xcx",71,THIS IS... ICONA POP,2U8NXPTXZWG2O0ye2sYRiH,I Love It (feat. Charli XCX),3qpAHoOLWeXRNTaGzeYf13,1,8,157153,0.00952,2U8NXPTXZWG2O0ye2sYRiH,modern,37i9dQZF1DX3Kdv0IChEm9
0.921,130.072,0.691,electronic,-1.702,0.331,0.8,"David Guetta, Ne-Yo, Akon",71,Nothing but the Beat (Ultimate Edition),5YPMEOJ58kfl56VHxTgwx3,Play Hard (feat. Ne-Yo & Akon),4bTjdxhRRUiWfwj200f9Kl,0,8,201000,0.173,5YPMEOJ58kfl56VHxTgwx3,modern,37i9dQZF1DX3Kdv0IChEm9
0.795,121.294,0.956,electronic,-5.311,0.0906,0.841,Daft Punk,71,Homework,1pKYYY0dkg23sQQXi0Q5zN,Around the World,5uRdvUR7xCnHmUW8n64n9y,1,7,429533,0.00356,1pKYYY0dkg23sQQXi0Q5zN,modern,37i9dQZF1DX3Kdv0IChEm9
0.833,129.885,0.551,electronic,-5.217,0.0632,0.145,"Armin van Buuren, Trevor Guthrie",70,Intense,5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,5ZsK5SUsZilbAJ4B0vRVxF,1,8,204360,0.0391,5GjnIpUlLGEIYk052ISOw9,modern,37i9dQZF1DX3Kdv0IChEm9
0.817,128.078,0.883,electronic,-5.414,0.11,0.595,"AronChupa, Little Sis Nora",70,I'm an Albatraoz,5MhsZlmKJG6X5kTHkdwC4B,I'm an Albatraoz,1qHVYbxQ6IS8YRviorKDJI,1,0,166849,0.601,5MhsZlmKJG6X5kTHkdwC4B,modern,37i9dQZF1DX3Kdv0IChEm9
0.748,125.896,0.503,electronic,-4.124,0.343,0.356,"Alesso, Tove Lo",70,Forever,3zU9rdflI65tK4dkkNSp77,Heroes (we could be),0tRVSbmOwilUucqjzU0fQw,1,5,210013,0.0305,3zU9rdflI65tK4dkkNSp77,modern,37i9dQZF1DX3Kdv0IChEm9
0.392,75.066,0.599,electronic,-6.869,0.131,0.26,"Disclosure, Eliza Doolittle, Flume",70,Settle (Special Edition),3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,7bdjtx1RTkWoSoOaIl7a8E,0,10,282813,0.378,3W2ZcrRsInZbjWylOi6KhZ,modern,37i9dQZF1DX3Kdv0IChEm9
0.604,159.92,0.561,soul,-4.409,0.104,0.242,Teddy Swims,81,Lose Control,6usohdchdzW9oML7VC4Uhk,Lose Control,5QMiub2LonMqxB7dhtbPlX,1,9,210689,0.199,6usohdchdzW9oML7VC4Uhk,classic,37i9dQZF1DXaXDsfv6nvZ5
0.473,152.88,0.591,soul,-8.122,0.108,0.451,Daniel Caesar,70,NEVER ENOUGH,3ym8ajVmKm6Fybgov3WBI5,Let Me Go,7ivbFszr1TbVadj89BIy1y,0,7,216524,0.694,3ym8ajVmKm6Fybgov3WBI5,classic,37i9dQZF1DXaXDsfv6nvZ5
0.592,157.969,0.521,gaming,-7.777,0.122,0.535,"Lady Gaga, Bruno Mars",100,Die With A Smile,2plbrEY59IikOBgBGLjaoe,Die With A Smile,10FLjwfpbxLmW8c25Xyc2N,0,6,251668,0.308,2plbrEY59IikOBgBGLjaoe,modern,37i9dQZF1DWTyiBJ6yEqeu
0.507,104.978,0.747,gaming,-10.171,0.117,0.438,Billie Eilish,97,HIT ME HARD AND SOFT,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,7aJuG4TFXa2hmE4z1yxc3n,1,2,210373,0.2,6dOtVTDdiauQNBQEDOtlAB,modern,37i9dQZF1DWTyiBJ6yEqeu
0.582,116.712,0.7,gaming,-5.96,0.0881,0.785,Chappell Roan,94,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",1WAjjRMfZjEXtB0lQrAw6Q,0,11,218424,0.0502,0WbMK4wrZ1wFSty9F7FCgu,modern,37i9dQZF1DWTyiBJ6yEqeu
0.76,103.969,0.701,gaming,-5.478,0.185,0.69,Sabrina Carpenter,90,Espresso,2qSkIjg1o9h3YT9RAgYN75,Espresso,5quMTd5zeI9yW5UDua8wS4,1,0,175459,0.107,2qSkIjg1o9h3YT9RAgYN75,modern,37i9dQZF1DWTyiBJ6yEqeu
0.604,159.92,0.561,gaming,-4.409,0.104,0.242,Teddy Swims,89,I've Tried Everything But Therapy (Part 1),17phhZDn6oGtzMe56NuWvj,Lose Control,7nacKlk586eLRBSIsrk9DB,1,9,210689,0.199,17phhZDn6oGtzMe56NuWvj,modern,37i9dQZF1DWTyiBJ6yEqeu
0.882,148.038,0.569,gaming,-2.777,0.142,0.201,"Travis Scott, Playboi Carti",88,UTOPIA,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),18NOKLkZETa4sWwLMIm0UZ,0,3,191701,0.0316,42VsgItocQwOQC3XWZ8JNA,modern,37i9dQZF1DWTyiBJ6yEqeu
0.601,123.994,0.635,gaming,-6.129,0.11,0.332,Myles Smith,88,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,3VNxRarx9HUI5w7DHv0TBj,0,1,172533,0.246,3Vr3zh0r7ALn8VLqCiRR10,modern,37i9dQZF1DWTyiBJ6yEqeu
0.757,139.982,0.742,gaming,-4.981,0.305,0.957,Chappell Roan,88,The Rise and Fall of a Midwest Princess,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,0EiI8ylL0FmWWpgHVTsZjZ,1,6,184841,0.0187,4xdBrk0nFZaP54vvZj0yx7,modern,37i9dQZF1DWTyiBJ6yEqeu
0.472,101.061,0.898,gaming,-7.001,0.141,0.214,Kendrick Lamar,88,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,5JjnoGJyOxfSZUZtk2rRwZ,1,1,274192,0.0107,6AI3ezQ4o3HUoP6Dhudph3,modern,37i9dQZF1DWTyiBJ6yEqeu
0.583,181.489,0.432,gaming,-4.682,0.0933,0.544,Benson Boone,87,Fireworks & Rollerblades,51eSHglvG1RJXtL3qI5trr,Slow It Down,168CdR21lfn0TTyw1Pkdcm,1,8,161831,0.174,51eSHglvG1RJXtL3qI5trr,modern,37i9dQZF1DWTyiBJ6yEqeu
0.709,81.012,0.722,gaming,-4.95,0.0804,0.604,Shaboozey,86,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),6egBeCLeGITzGSo5VyRjwZ,1,9,171292,0.0633,2FQrifJ1N335Ljm3TjTVVf,modern,37i9dQZF1DWTyiBJ6yEqeu
0.782,119.992,0.727,gaming,-8.529,0.225,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",86,Move,1BJJbSX6muJVF2AK7uH1x4,Move,4M8ThNHbNjda2cPwL8XZHS,0,8,177599,0.0563,1BJJbSX6muJVF2AK7uH1x4,modern,37i9dQZF1DWTyiBJ6yEqeu
0.745,180.098,0.464,gaming,-3.202,0.363,0.262,"Hanumankind, Kalmi",85,Big Dawgs,0OA00aPt3BV10qeMIs3meW,Big Dawgs,6Yw4204wbgmpsGTzjXBhYD,0,4,190667,0.0235,0OA00aPt3BV10qeMIs3meW,modern,37i9dQZF1DWTyiBJ6yEqeu
0.586,107.071,0.669,gaming,-6.073,0.104,0.579,Sabrina Carpenter,88,Please Please Please,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,5bBaoign62r1i7OV8w7mi9,1,9,186365,0.274,5N3hjp1WNayUPZrA8kJmJP,modern,37i9dQZF1DWTyiBJ6yEqeu
0.965,128.04,0.561,gaming,-3.673,0.371,0.304,"David Guetta, Bebe Rexha",85,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),7M842DMhYVALrXsw3ty7B3,0,7,175238,0.00383,4uUG5RXrOk84mYEfFvj3cK,modern,37i9dQZF1DWTyiBJ6yEqeu
0.544,132.052,0.571,gaming,-10.613,0.322,0.216,d4vd,85,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,4B3FsNFguOEJ4TWEsct83B,1,6,132631,0.453,1xK59OXxi2TAAAbmZK0kBL,modern,37i9dQZF1DWTyiBJ6yEqeu
0.854,140.515,0.477,gaming,-4.715,0.065,0.314,"LISA, ROSALÍA",85,New Woman (feat. ROSALÍA),7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),2ha4ucrONN0cihLMkP02Ch,1,7,179790,0.0858,7ov3TDp5D00Rnu5R1viX4w,modern,37i9dQZF1DWTyiBJ6yEqeu
0.471,105.029,0.472,gaming,-5.692,0.14,0.219,Benson Boone,85,Beautiful Things,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,29aSKB1qPEbN0Qf9OPSQpw,1,10,180304,0.151,6tNQ70jh4OwmPGpYy6R2o9,modern,37i9dQZF1DWTyiBJ6yEqeu
0.667,130.019,0.776,gaming,-6.622,0.0761,0.618,"Charli xcx, Billie Eilish",85,Guess featuring Billie Eilish,3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,3ThlxfLSy4bfKzxWqmC7VN,1,7,145219,0.0146,3WOhcATHxK2SLNeP5W3v1v,modern,37i9dQZF1DWTyiBJ6yEqeu
0.946,151.647,0.599,gaming,-4.263,0.0826,0.747,Artemas,84,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,5HIWDdg3g9CTOtnevKDl1z,1,11,142515,0.000938,2GxrNKugF82CnoRFbQfzPf,modern,37i9dQZF1DWTyiBJ6yEqeu
0.855,127.986,0.638,gaming,-4.86,0.245,0.731,"Post Malone, Morgan Wallen",84,I Had Some Help,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),1woYXxyyxTQJ0E0AhZE6mj,1,7,178206,0.00757,7221xIgOnuakPdLqT0F3nP,modern,37i9dQZF1DWTyiBJ6yEqeu
0.642,179.974,0.745,gaming,-6.257,0.0658,0.226,Lil Tecca,84,We Love You Tecca,1lOe9qE0vR9zwWQAOk6CoO,Ransom,1I6FpscJIfwf4T56VxGVsB,0,7,131240,0.0204,1lOe9qE0vR9zwWQAOk6CoO,modern,37i9dQZF1DWTyiBJ6yEqeu
0.829,139.198,0.476,gaming,-3.806,0.167,0.505,Odetari,84,KEEP UP // FROSTBITE,2yR2sziCF4WEs3klW1F38d,KEEP UP,526xuSD6c45Gb5hH4rN8RY,0,10,133227,0.0172,2yR2sziCF4WEs3klW1F38d,modern,37i9dQZF1DWTyiBJ6yEqeu
0.552,144.941,0.64,gaming,-5.679,0.119,0.112,"Future, Metro Boomin, Travis Scott, Playboi Carti",84,WE DON'T TRUST YOU,28drn6tQo95MRvO0jQEo5C,Type Shit,4iqbFIdGOTzXeDtt9owjQn,1,2,228267,0.0215,28drn6tQo95MRvO0jQEo5C,modern,37i9dQZF1DWTyiBJ6yEqeu
0.453,139.943,0.915,gaming,-4.589,0.104,0.287,Gunna,84,One of Wun,4Na2HfNSr58chvfX69fy36,one of wun,7g0PJ7VbsOkYTECUFkyNPN,0,10,144000,0.0872,4Na2HfNSr58chvfX69fy36,modern,37i9dQZF1DWTyiBJ6yEqeu
0.787,119.996,0.704,gaming,-6.751,0.159,0.31,"HUGEL, Topic, Arash, Daecolm",83,I Adore You (feat. Daecolm),5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),5MrdEMJrBnauBJsd1nYY00,0,11,214000,0.00926,5nPbKG04fhLkIAjcPFaZq7,modern,37i9dQZF1DWTyiBJ6yEqeu
0.618,126.031,0.853,gaming,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",83,Black Friday (pretty like the sun),4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),4CAe3r1nsTTAjGcWqGZbAr,1,6,145599,0.633,4MSj19TwYBLgDFj3ddEeco,modern,37i9dQZF1DWTyiBJ6yEqeu
0.751,129.994,0.701,gaming,-8.39,0.15,0.22,Taylor Swift,83,THE TORTURED POETS DEPARTMENT,4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,1Mo4aZ8pdj6L1jx8zSwJnt,1,0,218005,0.123,4q5YezDOIPcoLr8R81x9qy,modern,37i9dQZF1DWTyiBJ6yEqeu
0.957,126.035,0.804,gaming,-5.452,0.114,0.962,Charli xcx,83,BRAT,19RybK6XDbAVpcdxSbZL1o,Apple,2lIZef4lzdvZkiiCzvPKj7,1,0,151740,0.125,19RybK6XDbAVpcdxSbZL1o,modern,37i9dQZF1DWTyiBJ6yEqeu
0.457,146.04,0.592,gaming,-6.081,0.146,0.225,XXXTENTACION,82,?,2ZRo7axmMPeSVUvDbGkJah,Hope,2Ti79nwTsont5ZHfdxIzAm,0,9,110886,0.661,2ZRo7axmMPeSVUvDbGkJah,modern,37i9dQZF1DWTyiBJ6yEqeu
0.792,100.011,0.687,gaming,-2.749,0.167,0.671,"Marshmello, Bastille",82,Happier,7BqHUALzNBTanL6OvsqmC1,Happier,2u4Yp2ADTKYPwFSBFL4ffa,1,5,214290,0.191,7BqHUALzNBTanL6OvsqmC1,modern,37i9dQZF1DWTyiBJ6yEqeu
0.676,162.012,0.814,gaming,-4.67,0.119,0.312,"Future, Metro Boomin, Kendrick Lamar",83,WE DON'T TRUST YOU,2tudvzsrR56uom6smgOcSf,Like That,4iqbFIdGOTzXeDtt9owjQn,0,11,267707,0.00709,2tudvzsrR56uom6smgOcSf,modern,37i9dQZF1DWTyiBJ6yEqeu
0.522,89.96,0.755,gaming,-4.368,0.0685,0.925,"Post Malone, Swae Lee",82,Hollywood's Bleeding,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,4g1ZRSobMefqF6nelkgibi,1,2,157560,0.533,0RiRZpuVRbi7oqRdSMwhQY,modern,37i9dQZF1DWTyiBJ6yEqeu
0.622,130.001,0.847,gaming,-6.747,0.285,0.22,Gunna,82,a Gift & a Curse,4rXLjWdF2ZZpXCVTfWcshS,fukumean,5qmZefgh78fN3jsyPPlvuw,0,1,125040,0.119,4rXLjWdF2ZZpXCVTfWcshS,modern,37i9dQZF1DWTyiBJ6yEqeu
0.668,90.969,0.646,gaming,-5.203,0.212,0.64,Mark Ambor,82,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,3PlCMwyq6nuQYtoYproV1o,1,2,148318,0.491,5uQ7de4EWjb3rkcFxyEOpu,modern,37i9dQZF1DWTyiBJ6yEqeu
0.733,172.09,0.625,gaming,-8.757,0.375,0.244,21 Savage,81,american dream,52eIcoLUM25zbQupAZYoFh,redrum,2RRYaYHY7fIIdvFlvgb5vq,1,2,270698,0.00598,52eIcoLUM25zbQupAZYoFh,modern,37i9dQZF1DWTyiBJ6yEqeu
0.642,83.389,0.463,gaming,-4.474,0.0686,0.339,"Future, Drake, Tems",82,I NEVER LIKED YOU,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),6tE9Dnp2zInFij4jKssysL,1,1,189893,0.314,59nOXPmaKlBfGMDeOVGrIK,modern,37i9dQZF1DWTyiBJ6yEqeu
0.761,129.963,0.634,gaming,-4.752,0.549,0.785,"Marshmello, Kane Brown",81,Miles On It,4pkb8SbRGeHAvdb87v9rpf,Miles On It,5gWV4yp27HCbXJ1YLe8hQM,1,5,168454,0.00537,4pkb8SbRGeHAvdb87v9rpf,modern,37i9dQZF1DWTyiBJ6yEqeu
0.537,128.009,0.921,gaming,-5.723,0.102,0.711,XXXTENTACION,81,?,0JP9xo3adEtGSdUEISiszL,Moonlight,2Ti79nwTsont5ZHfdxIzAm,0,9,135090,0.556,0JP9xo3adEtGSdUEISiszL,modern,37i9dQZF1DWTyiBJ6yEqeu
0.745,165.995,0.808,gaming,-5.26,0.292,0.829,"Eminem, Juice WRLD",81,Music To Be Murdered By,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),4otkd9As6YaxxEkIjXPiZ6,0,10,210800,0.145,7FIWs0pqAYbP91WWM0vlTQ,modern,37i9dQZF1DWTyiBJ6yEqeu
0.741,120.064,0.771,gaming,-7.132,0.111,0.19,"Zerb, The Chainsmokers, Ink",81,Addicted,5ZUIPLoTLJZrPQh2kFZEUM,Addicted,7yO1vbedliKtwQ65jAjBQr,0,5,152250,0.0245,5ZUIPLoTLJZrPQh2kFZEUM,modern,37i9dQZF1DWTyiBJ6yEqeu
0.727,130.035,0.887,gaming,-4.318,0.213,0.932,Gunna,82,One of Wun,6EUcP55GlbmsmCzfL2vxtZ,on one tonight,7g0PJ7VbsOkYTECUFkyNPN,0,4,90760,0.381,6EUcP55GlbmsmCzfL2vxtZ,modern,37i9dQZF1DWTyiBJ6yEqeu
0.95,150.019,0.673,gaming,-5.149,0.398,0.563,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",81,Thank You (Not So Bad),09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),1J7XItLnNLegigdh4AjGKN,1,11,140000,0.0229,09CnYHiZ5jGT1wr1TXJ9Zt,modern,37i9dQZF1DWTyiBJ6yEqeu
0.62,120.042,0.857,gaming,-8.13,0.0934,0.796,Charli xcx,81,BRAT,4w2GLmK2wnioVnb5CPQeex,360,2lIZef4lzdvZkiiCzvPKj7,1,0,133805,0.646,4w2GLmK2wnioVnb5CPQeex,modern,37i9dQZF1DWTyiBJ6yEqeu
0.887,127.003,0.936,gaming,-2.76,0.0582,0.889,Eminem,81,Houdini,2HYFX63wP3otVIvopRS99Z,Houdini,6Xuu2z00jxRPZei4IJ9neK,0,9,227239,0.0292,2HYFX63wP3otVIvopRS99Z,modern,37i9dQZF1DWTyiBJ6yEqeu
0.646,115.842,0.645,gaming,-8.334,0.074,0.295,Ariana Grande,81,eternal sunshine,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),71PfP4E9roOXAudea1aPGw,1,5,228639,0.0615,46kspZSY3aKmwQe7O77fCC,modern,37i9dQZF1DWTyiBJ6yEqeu
0.586,116.971,0.896,gaming,-6.687,0.79,0.642,Roddy Ricch,81,Please Excuse Me for Being Antisocial,0nbXyq5TXYPCO7pr3N8S4I,The Box,52u4anZbHd6UInnmHRFzba,0,10,196653,0.104,0nbXyq5TXYPCO7pr3N8S4I,modern,37i9dQZF1DWTyiBJ6yEqeu
0.558,104.983,0.943,gaming,-4.911,0.0937,0.606,Jack Harlow,81,Lovin On Me,4xhsWYTOGcal8zt0J161CU,Lovin On Me,6VCO0fDBGbRW8mCEvV95af,1,2,138411,0.0026,4xhsWYTOGcal8zt0J161CU,modern,37i9dQZF1DWTyiBJ6yEqeu
0.75,155.096,0.732,gaming,-6.366,0.109,0.401,Lil Uzi Vert,81,Luv Is Rage 2,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,733e1ZfktLSwj96X5rsMeE,0,11,182707,0.00264,7GX5flRQZVHRAGd6B4TmDO,modern,37i9dQZF1DWTyiBJ6yEqeu
